目录ID,目录名称,剂型,规格,生产企业,2017 4th price,2017 4th 目录类,2017 4th 报名企业家数,2017 3rd,2017 3rd price,2017 3rd 目录类,2017 3rd 报名企业家数,2017 2nd,2017 2nd price,2017 2nd 目录类,2017 2nd 报名企业家数,2017 1st,2017 1st price,2017 1st目录类,2017 1st报名企业家数,4th vs 1st,4th vs 1st %
15774,化痔灵-口服普通片剂-无,口服普通片剂,无,吉林吉春制药股份有限公司,0.3776,非基本药物医保目录 乙类,3,Y,0.477,非基本药物医保目录 乙类,2,Y,0.4771,非基本药物医保目录 乙类,2,Y,0.4771,非基本药物医保目录 乙类,2,-0.0995,-20.86%
15781,环丙沙星-阴道栓-0.2g,阴道栓,0.2g,海南碧凯药业有限公司,3.2418,非基本药物医保目录 乙类,2,Y,3.2418,非基本药物医保目录 乙类,2,Y,3.2418,非基本药物医保目录 乙类,2,Y,3.2418,非基本药物医保目录 乙类,2,0,0.00%
15789,环磷腺苷-注射用无菌粉末-20mg,注射用无菌粉末,20mg,杭州澳亚生物技术有限公司,9.2381,非基本药物医保目录 乙类,23,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15792,环磷腺苷-注射用无菌粉末-60mg,注射用无菌粉末,60mg,广东华润顺峰药业有限公司,26.5567,非基本药物医保目录 乙类,1,Y,26.5567,非基本药物医保目录 乙类,1,Y,26.5567,非基本药物医保目录 乙类,1,Y,26.5567,非基本药物医保目录 乙类,1,0,0.00%
15793,黄豆苷元-口服普通片剂-25mg,口服普通片剂,25mg,山西澳迩药业有限公司,0.4598,非基本药物医保目录 乙类,1,Y,0.4598,非基本药物医保目录 乙类,1,Y,0.4598,非基本药物医保目录 乙类,1,Y,0.4598,非基本药物医保目录 乙类,1,0,0.00%
15794,黄豆苷元-口服普通片剂-50mg,口服普通片剂,50mg,桂林南药股份有限公司,0.7468,非基本药物医保目录 乙类,6,Y,0.7541,非基本药物医保目录 乙类,6,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
15795,黄豆苷元-胶囊剂-25mg,胶囊剂,25mg,陕西海天制药有限公司,0.5735,非基本药物医保目录 乙类,3,Y,0.5735,非基本药物医保目录 乙类,3,Y,0.5592,非基本药物医保目录 乙类,3,Y,0.5735,非基本药物医保目录 乙类,3,0,0.00%
15796,黄豆苷元-胶囊剂-50mg,胶囊剂,50mg,沈阳管城制药有限责任公司,0.9665,非基本药物医保目录 乙类,2,Y,0.9665,非基本药物医保目录 乙类,2,Y,0.9665,非基本药物医保目录 乙类,2,N,#N/A,#N/A,#N/A,#N/A,#N/A
15798,黄葵-胶囊剂-0.5g,胶囊剂,0.5g,江苏苏中药业集团股份有限公司,1.061,非基本药物医保目录 乙类,1,Y,1.061,非基本药物医保目录 乙类,1,Y,1.061,非基本药物医保目录 乙类,1,Y,1.061,非基本药物医保目录 乙类,1,0,0.00%
15805,"黄芪-口服普通片剂-大于等于0.41g,小于0.82g",口服普通片剂,"大于等于0.41g,小于0.82g",四川奇力制药有限公司,0.7732,非基本药物医保目录 乙类,5,Y,0.7732,非基本药物医保目录 乙类,5,Y,0.7732,非基本药物医保目录 乙类,5,Y,0.7732,非基本药物医保目录 乙类,5,0,0.00%
15808,黄体酮-软胶囊(胶丸)-0.1g,软胶囊(胶丸),0.1g,浙江爱生药业有限公司,2.645,非基本药物医保目录 乙类,4,Y,2.7214,非基本药物医保目录 乙类,4,Y,2.5925,非基本药物医保目录 乙类,4,Y,2.6974,非基本药物医保目录 乙类,4,-0.0524,-1.94%
15809,黄体酮-胶囊剂-50mg,胶囊剂,50mg,浙江仙琚制药股份有限公司,1.4179,非基本药物医保目录 乙类,1,Y,1.4179,非基本药物医保目录 乙类,1,Y,1.4179,非基本药物医保目录 乙类,1,Y,1.4179,非基本药物医保目录 乙类,1,0,0.00%
15810,黄酮哌酯-口服普通片剂-0.1g,口服普通片剂,0.1g,吉林金恒制药股份有限公司,0.4586,非基本药物医保目录 甲类,1,Y,0.4586,非基本药物医保目录 甲类,1,Y,0.4586,非基本药物医保目录 甲类,1,Y,0.4586,非基本药物医保目录 甲类,1,0,0.00%
15811,黄酮哌酯-口服普通片剂-0.2g,口服普通片剂,0.2g,深圳海王药业有限公司,0.6188,非基本药物医保目录 甲类,6,Y,0.6065,非基本药物医保目录 甲类,6,Y,0.6188,非基本药物医保目录 甲类,6,Y,0.5532,非基本药物医保目录 甲类,6,0.0656,11.86%
15816,磺苄西林-注射用无菌粉末-4.0g(400万IU),注射用无菌粉末,4.0g(400万IU),湖南尔康湘药制药有限公司,76.84,非基本药物医保目录 乙类,1,Y,76.84,非基本药物医保目录 乙类,1,Y,76.84,非基本药物医保目录 乙类,1,Y,76.84,非基本药物医保目录 乙类,1,0,0.00%
15818,回生-口服溶液剂-10ml,口服溶液剂,10ml,成都地奥集团天府药业股份有限公司,8.05,非基本药物医保目录 乙类,1,Y,8.05,非基本药物医保目录 乙类,1,Y,8.05,非基本药物医保目录 乙类,1,Y,8.05,非基本药物医保目录 乙类,1,0,0.00%
15819,茴拉西坦-分散片-0.1g,分散片,0.1g,西安海欣制药有限公司,0.298,非基本药物医保目录 乙类,5,Y,0.32,非基本药物医保目录 乙类,5,Y,0.34,非基本药物医保目录 乙类,5,Y,0.289,非基本药物医保目录 乙类,5,0.009,3.11%
15821,茴拉西坦-口服普通片剂-0.1g,口服普通片剂,0.1g,亚宝药业集团股份有限公司,0.4907,非基本药物医保目录 乙类,1,Y,0.4907,非基本药物医保目录 乙类,1,Y,0.4907,非基本药物医保目录 乙类,1,Y,0.4907,非基本药物医保目录 乙类,1,0,0.00%
15822,茴拉西坦-口服普通片剂-50mg,口服普通片剂,50mg,亚宝药业集团股份有限公司,0.2886,非基本药物医保目录 乙类,1,Y,0.2886,非基本药物医保目录 乙类,1,Y,0.2886,非基本药物医保目录 乙类,1,Y,0.2886,非基本药物医保目录 乙类,1,0,0.00%
15824,茴三硫-口服普通片剂-25mg,口服普通片剂,25mg,湘北威尔曼制药股份有限公司,0.5853,非基本药物医保目录 乙类,11,Y,0.5853,非基本药物医保目录 乙类,11,Y,0.6432,非基本药物医保目录 乙类,11,Y,0.5853,非基本药物医保目录 乙类,8,0,0.00%
15826,活心-浓缩丸-20mg,浓缩丸,20mg,广州悦康生物制药有限公司,1.9641,非基本药物医保目录 门诊统筹,1,Y,1.9641,非基本药物医保目录 门诊统筹,1,Y,1.9641,非基本药物医保目录 门诊统筹,1,N,#N/A,#N/A,#N/A,#N/A,#N/A
15829,"活血通脉-口服普通片剂-大于等于0.3g,小于0.6g",口服普通片剂,"大于等于0.3g,小于0.6g",云南维和药业股份有限公司,0.226,非基本药物医保目录 乙类,8,Y,0.226,非基本药物医保目录 乙类,8,Y,0.226,非基本药物医保目录 乙类,8,Y,0.226,非基本药物医保目录 乙类,8,0,0.00%
15831,"活血止痛-口服普通片剂-大于等于0.31g,小于0.62g",口服普通片剂,"大于等于0.31g,小于0.62g",合肥今越制药有限公司,0.5325,非基本药物医保目录 甲类,5,Y,0.53,非基本药物医保目录 甲类,5,Y,0.52,非基本药物医保目录 甲类,5,Y,0.5325,非基本药物医保目录 甲类,5,0,0.00%
15833,活血止痛-软胶囊(胶丸)-0.65g,软胶囊(胶丸),0.65g,湖北惠海希康制药有限公司,1.4931,非基本药物医保目录 乙类,2,Y,1.4931,非基本药物医保目录 乙类,2,Y,1.4931,非基本药物医保目录 乙类,1,Y,1.4931,非基本药物医保目录 乙类,1,0,0.00%
15835,活血止痛-贴剂-7cm×10cm,贴剂,7cm×10cm,湖北舒尔迈康药业有限公司,3.2488,非基本药物医保目录 乙类,4,Y,3.2488,非基本药物医保目录 乙类,4,Y,3.2488,非基本药物医保目录 乙类,4,Y,3.2318,非基本药物医保目录 乙类,4,0.017,0.53%
15837,活血止痛-贴剂-8cm×12cm,贴剂,8cm×12cm,安徽安科余良卿药业有限公司,5.2244,非基本药物医保目录 乙类,1,Y,5.2244,非基本药物医保目录 乙类,1,Y,5.2244,非基本药物医保目录 乙类,1,Y,5.2244,非基本药物医保目录 乙类,1,0,0.00%
15838,活血止痛-贴剂-9cm×12cm,贴剂,9cm×12cm,湖北舒尔迈康药业有限公司,5.27,非基本药物医保目录 乙类,2,Y,5.27,非基本药物医保目录 乙类,2,Y,5.27,非基本药物医保目录 乙类,2,Y,5.27,非基本药物医保目录 乙类,2,0,0.00%
15839,活血止痛-贴剂-9cm×13cm,贴剂,9cm×13cm,安徽安科余良卿药业有限公司,6.3032,非基本药物医保目录 乙类,1,Y,6.3032,非基本药物医保目录 乙类,1,Y,6.3032,非基本药物医保目录 乙类,1,Y,6.3032,非基本药物医保目录 乙类,1,0,0.00%
15840,活血止痛-胶囊剂-0.37g,胶囊剂,0.37g,江西百神昌诺药业有限公司,0.5871,非基本药物医保目录 甲类,2,Y,0.5871,非基本药物医保目录 甲类,2,Y,0.5871,非基本药物医保目录 甲类,2,N,#N/A,#N/A,#N/A,#N/A,#N/A
15853,吉法酯-口服普通片剂-50mg,口服普通片剂,50mg,国药控股广州有限公司,0.9001,非基本药物医保目录 乙类,1,Y,0.9001,非基本药物医保目录 乙类,1,Y,0.9001,非基本药物医保目录 乙类,1,Y,0.9001,非基本药物医保目录 乙类,1,0,0.00%
15855,吉西他滨-注射用无菌粉末-0.2g,注射用无菌粉末,0.2g,南京正大天晴制药有限公司,48.4656,非基本药物医保目录 乙类,13,Y,50.75,非基本药物医保目录 乙类,13,Y,52.5,非基本药物医保目录 乙类,12,Y,50.75,非基本药物医保目录 乙类,12,-2.2844,-4.50%
15856,吉西他滨-注射用无菌粉末-1.0g,注射用无菌粉末,1.0g,齐鲁制药(海南)有限公司,242.43,非基本药物医保目录 乙类,6,Y,242.43,非基本药物医保目录 乙类,6,Y,242.43,非基本药物医保目录 乙类,6,Y,242.43,非基本药物医保目录 乙类,6,0,0.00%
15860,己酮可可碱-缓释片(含控释)-0.4g,缓释片(含控释),0.4g,石药集团欧意药业有限公司,1.9008,非基本药物医保目录 乙类,1,Y,1.9008,非基本药物医保目录 乙类,1,Y,1.9008,非基本药物医保目录 乙类,1,N,#N/A,#N/A,#N/A,#N/A,#N/A
15863,加巴喷丁-口服普通片剂-0.3g,口服普通片剂,0.3g,海南赛立克药业有限公司,1.532,非基本药物医保目录 乙类,1,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15864,加巴喷丁-胶囊剂-0.1g,胶囊剂,0.1g,江苏恒瑞医药股份有限公司,0.49,非基本药物医保目录 乙类,2,Y,0.4956,非基本药物医保目录 乙类,2,Y,0.49,非基本药物医保目录 乙类,2,Y,0.49,非基本药物医保目录 乙类,2,0,0.00%
15865,加巴喷丁-胶囊剂-0.3g,胶囊剂,0.3g,江苏恒瑞医药股份有限公司,1.15,非基本药物医保目录 乙类,2,Y,1.1521,非基本药物医保目录 乙类,2,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
15866,加贝酯-注射用无菌粉末-0.1g,注射用无菌粉末,0.1g,江苏吴中医药集团有限公司苏州制药厂,22.96,非基本药物医保目录 乙类,8,Y,23,非基本药物医保目录 乙类,8,Y,22.3,非基本药物医保目录 乙类,8,Y,23,非基本药物医保目录 乙类,8,-0.04,-0.17%
15869,加兰他敏-口服普通片剂-5mg,口服普通片剂,5mg,浙江金华康恩贝生物制药有限公司,5.41,非基本药物医保目录 乙类,1,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15872,加替沙星-口服普通片剂-0.2g,口服普通片剂,0.2g,湖北潜江制药股份有限公司,0.8951,非基本药物医保目录 门诊统筹,6,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15878,加味逍遥-胶囊剂-0.3g,胶囊剂,0.3g,四川宝兴制药有限公司,0.6552,非基本药物医保目录 乙类,2,Y,0.6552,非基本药物医保目录 乙类,2,Y,0.6552,非基本药物医保目录 乙类,2,Y,0.6552,非基本药物医保目录 乙类,2,0,0.00%
15880,甲氨蝶呤-注射用无菌粉末-1.0g,注射用无菌粉末,1.0g,江苏恒瑞医药股份有限公司,85.114,非基本药物医保目录 甲类,3,Y,91.2074,非基本药物医保目录 甲类,3,Y,85.114,非基本药物医保目录 甲类,3,Y,91.2074,非基本药物医保目录 甲类,2,-6.0934,-6.68%
15881,甲氨蝶呤-注射用无菌粉末-50mg,注射用无菌粉末,50mg,山西普德药业股份有限公司,11.15,非基本药物医保目录 甲类,1,Y,11.15,非基本药物医保目录 甲类,1,Y,11.15,非基本药物医保目录 甲类,1,Y,11.15,非基本药物医保目录 甲类,1,0,0.00%
15882,甲地孕酮-分散片-0.16g,分散片,0.16g,青岛国海生物制药有限公司,8.7056,非基本药物医保目录 乙类,3,Y,8.7056,非基本药物医保目录 乙类,3,Y,8.7056,非基本药物医保目录 乙类,3,Y,8.7056,非基本药物医保目录 乙类,3,0,0.00%
15883,甲地孕酮-分散片-40mg,分散片,40mg,西安远大德天药业股份有限公司,2.7956,非基本药物医保目录 乙类,3,Y,2.7956,非基本药物医保目录 乙类,3,Y,2.8434,非基本药物医保目录 乙类,3,Y,2.7956,非基本药物医保目录 乙类,2,0,0.00%
15884,甲地孕酮-分散片-80mg,分散片,80mg,青岛国海生物制药有限公司,5.1209,非基本药物医保目录 乙类,1,Y,5.1209,非基本药物医保目录 乙类,1,Y,5.1209,非基本药物医保目录 乙类,1,Y,5.1209,非基本药物医保目录 乙类,1,0,0.00%
15886,甲钴胺-分散片-0.5mg,分散片,0.5mg,江苏四环生物制药有限公司,0.9512,非基本药物医保目录 乙类,1,Y,0.9512,非基本药物医保目录 乙类,1,Y,0.9512,非基本药物医保目录 乙类,1,Y,0.9512,非基本药物医保目录 乙类,1,0,0.00%
15887,甲钴胺-注射用无菌粉末-0.5mg,注射用无菌粉末,0.5mg,哈尔滨三联药业股份有限公司,6.86,非基本药物医保目录 乙类,6,Y,9.18,非基本药物医保目录 乙类,6,Y,6.85,非基本药物医保目录 乙类,6,Y,8.7998,非基本药物医保目录 乙类,6,-1.9398,-22.04%
15897,甲泼尼龙-注射用无菌粉末-0.125g,注射用无菌粉末,0.125g,辽宁海思科制药有限公司,37.7,非基本药物医保目录 乙类,3,Y,38.5,非基本药物医保目录 乙类,3,Y,37.8,非基本药物医保目录 乙类,3,Y,39.5,非基本药物医保目录 乙类,3,-1.8,-4.56%
15898,甲泼尼龙-注射用无菌粉末-0.25g,注射用无菌粉末,0.25g,广东奇方药业有限公司,69.7649,非基本药物医保目录 乙类,2,Y,69.7649,非基本药物医保目录 乙类,2,Y,69.7649,非基本药物医保目录 乙类,2,N,#N/A,#N/A,#N/A,#N/A,#N/A
15899,甲泼尼龙-注射用无菌粉末-20mg,注射用无菌粉末,20mg,国药集团容生制药有限公司,10.5,非基本药物医保目录 乙类,1,Y,10.5,非基本药物医保目录 乙类,1,Y,10.5,非基本药物医保目录 乙类,1,Y,10.5,非基本药物医保目录 乙类,1,0,0.00%
15900,甲羟孕酮-分散片-0.25g,分散片,0.25g,南京臣功制药股份有限公司,5.0851,非基本药物医保目录 甲类,1,Y,5.0851,非基本药物医保目录 甲类,1,Y,5.0851,非基本药物医保目录 甲类,1,N,#N/A,#N/A,#N/A,#N/A,#N/A
15903,甲硝唑-大容量注射液-0.5g 软袋,大容量注射液,0.5g,河北天成药业股份有限公司,3.1,非基本药物医保目录 甲类,14,Y,2.8,非基本药物医保目录 甲类,14,Y,1.92,非基本药物医保目录 甲类,14,Y,1.92,非基本药物医保目录 甲类,14,1.18,61.46%
15904,甲硝唑-大容量注射液-0.5g 塑料瓶,大容量注射液,0.5g,河北天成药业股份有限公司,1.7,非基本药物医保目录 甲类,14,Y,1.12,非基本药物医保目录 甲类,14,Y,1.12,非基本药物医保目录 甲类,14,Y,1.12,非基本药物医保目录 甲类,14,0.58,51.79%
15909,甲硝唑-凝胶剂-20g:0.15g,凝胶剂,20g:0.15g,江苏知原药业有限公司,10.34,非基本药物医保目录 乙类,2,Y,10.34,非基本药物医保目录 乙类,2,Y,10.34,非基本药物医保目录 乙类,2,Y,10.529,非基本药物医保目录 乙类,2,-0.189,-1.80%
15911,甲硝唑-注射用无菌粉末-0.1g,注射用无菌粉末,0.1g,吉林津升制药有限公司,16.023,非基本药物医保目录 甲类,1,Y,16.023,非基本药物医保目录 甲类,1,Y,16.023,非基本药物医保目录 甲类,1,N,#N/A,#N/A,#N/A,#N/A,#N/A
15913,甲硝唑-注射用无菌粉末-50mg,注射用无菌粉末,50mg,吉林津升制药有限公司,9.4253,非基本药物医保目录 甲类,1,Y,9.4253,非基本药物医保目录 甲类,1,Y,9.4253,非基本药物医保目录 甲类,1,Y,9.4253,非基本药物医保目录 甲类,1,0,0.00%
15918,甲氧沙林-外用溶液剂-30ml(0.1%),外用溶液剂,30ml(0.1%),重庆华邦制药有限公司,10.5067,非基本药物医保目录 乙类,1,Y,10.5067,非基本药物医保目录 乙类,1,Y,10.5067,非基本药物医保目录 乙类,1,Y,10.5067,非基本药物医保目录 乙类,1,0,0.00%
15923,间苯三酚-小容量注射液-40mg,小容量注射液,40mg,南京恒生制药有限公司,15.67,非基本药物医保目录 乙类,1,Y,15.67,非基本药物医保目录 乙类,1,Y,15.67,非基本药物医保目录 乙类,1,Y,15.67,非基本药物医保目录 乙类,1,0,0.00%
15924,间苯三酚-注射用无菌粉末-40mg,注射用无菌粉末,40mg,湖北午时药业股份有限公司,26.4567,非基本药物医保目录 乙类,1,Y,26.4567,非基本药物医保目录 乙类,1,Y,26.4567,非基本药物医保目录 乙类,1,Y,26.4567,非基本药物医保目录 乙类,1,0,0.00%
15925,健儿清解-口服溶液剂-100ml,口服溶液剂,100ml,江西钟山药业有限责任公司,12.25,非基本药物医保目录 乙类,2,Y,12.25,非基本药物医保目录 乙类,2,Y,13.809,非基本药物医保目录 乙类,2,Y,13.8,非基本药物医保目录 乙类,2,-1.55,-11.23%
15926,健儿清解-口服溶液剂-10ml,口服溶液剂,10ml,杭州华威药业股份有限公司,0.7556,非基本药物医保目录 乙类,9,Y,0.7556,非基本药物医保目录 乙类,9,Y,0.7556,非基本药物医保目录 乙类,9,Y,0.7556,非基本药物医保目录 乙类,9,0,0.00%
15927,健儿清解-口服溶液剂-120ml,口服溶液剂,120ml,国药集团致君（深圳）坪山制药有限公司,16.922,非基本药物医保目录 乙类,2,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15929,健儿清解-口服溶液剂-160ml,口服溶液剂,160ml,国药集团致君（深圳）坪山制药有限公司,25.3043,非基本药物医保目录 乙类,1,Y,25.3,非基本药物医保目录 乙类,1,Y,25.3,非基本药物医保目录 乙类,1,Y,25.3,非基本药物医保目录 乙类,1,0.0043,0.02%
15931,健脑安神-口服普通片剂-0.21g,口服普通片剂,0.21g,江西药都樟树制药有限公司,0.5406,非基本药物医保目录 乙类,1,Y,0.5406,非基本药物医保目录 乙类,1,Y,0.5406,非基本药物医保目录 乙类,1,Y,0.5406,非基本药物医保目录 乙类,1,0,0.00%
15936,健胃消食-口服溶液剂-10ml,口服溶液剂,10ml,济川药业集团有限公司,3.7522,非基本药物医保目录 门诊统筹,2,Y,3.7522,非基本药物医保目录 门诊统筹,2,Y,3.7522,非基本药物医保目录 门诊统筹,2,Y,3.7522,非基本药物医保目录 门诊统筹,2,0,0.00%
15939,健胃愈疡-颗粒剂-3g,颗粒剂,3g,湖南湘雅制药有限公司,2.206,非基本药物医保目录 乙类,2,Y,2.206,非基本药物医保目录 乙类,2,Y,2.206,非基本药物医保目录 乙类,2,Y,2.206,非基本药物医保目录 乙类,2,0,0.00%
15940,健胃愈疡-口服普通片剂-0.3g,口服普通片剂,0.3g,九芝堂股份有限公司,0.3305,非基本药物医保目录 乙类,2,Y,0.3305,非基本药物医保目录 乙类,2,Y,0.3305,非基本药物医保目录 乙类,2,Y,0.3305,非基本药物医保目录 乙类,2,0,0.00%
